,unnamed: 0,sentence
29788,29788.0,Baamuwa liita z'amafuta kkumi na ttano ne yeeyanza.
29789,29789.0,Ekipayoyoppayo ng'abuukidde bbajaaji.
29790,29790.0,Eno ppiki yali mpya lumamyo ng'edduka za kaweewo.
29791,29791.0,Ppiki yali mmyufu mu langi.
29792,29792.0,Nannyini ppiki yali yagitimba ebigambo ebitiisa.
29793,29793.0,Ku ppiki kwaliko ekifaananyi ekiraga akawanga k'omuntu.
29794,29794.0,Amayembe ga ppiki eyo baagaweta ng'agente.
29795,29795.0,Omuvuzi wa ppiki yali alina okuvuga nga yeeweseemu.
29796,29796.0,Ekizoosi ya ppiki yali yagikuulamu ng'etokota nga erikopita.
29797,29797.0,Abaagimanya baamuwuliriranga mitala ne bamanya nti ayitawo olw'okuleekaana kwayo.
29798,29798.0,Emipiira gya ppiki eyo gyali mipya ttuku.
29799,29799.0,Eri ppiki yali yagulumira ng'enjovu.
29800,29800.0,Kittanka omugenda amafuta kyali kinene nga kigendamu liita nga abiri.
29801,29801.0,Akasamba ka ppiki ye yali yakawanvuya nga kakoma waggulu ku ttanka.
29802,29802.0,Bbuleeki za ppiki yali zonna yazizza ku mayembe.
29803,29803.0,Eri ppiki yali esibirawo ate nga edduka.
29804,29804.0,Mu kuweta ssinga gwe baweese aba teyeenywezezza asigala ku ttaka.
29805,29805.0,"Ppiki yaliko langi ssatu, emmyuufu, eya bbulu n'enjeru."
29806,29806.0,Omudumu gwa ppiki gwali gufuumuula ekikka ekyali ekyeru.
29807,29807.0,Ebintu omusaabaze kw'alinnya ebigere nga baabikola mu lugabire.
29808,29808.0,Amanda ga ppiki gaali mamyufu be mmyu.
29809,29809.0,Ate ebiziyiza nga biddugavu zzigizzigi.
29810,29810.0,Yalina ekikoofiira nga kiriko ekifaananyi ky'empologoma.
29811,29811.0,Yali yateekako n'ekifaananyi kya Kabaka Mutebi.
29812,29812.0,Ku mutto gwa ppiki yali yateekako ekifaanayi kya Bobi Wine.
29813,29813.0,Mu mbiriizi nga yawandiikako erinnya Itungo.
29814,29814.0,Omusajja yali yawanvuwa n'awola.
29815,29815.0,Omusajja ali muddugavu ng'eryanda.
29816,29816.0,Yalina ekijaketi ki mutamanyampewo.
29817,29817.0,Yali yeenaanise ebigaalubindi ebinene ku maaso.
29818,29818.0,Yali mu birugabire ebinene nga bitoneetone.
29819,29819.0,Ekyenyi kye kyali kiwanvu ddala.
29820,29820.0,N'amaaso ge gaali manene nga galigita buligisi mu kiwanga.
29821,29821.0,Yalina obuswiriri ku mumwa gwe ogwawaggulu nga buli lw'assa bukola eddoboozi.
29822,29822.0,Eddoboozi lye lyali ddene ng'erya leediyo gaboggola.
29823,29823.0,Yalina ensingo empanvu ng'ez'Abagoowa.
29824,29824.0,Ekigere kye ekimu ekisajja kyali kyavaamu olwala.
29825,29825.0,Nga n'enjala endala ziraga nti zaavaako mu bigere ne mumera endala.
29826,29826.0,Yali yasiba akaleediyo ku ppiki nga kagenda kabuukula.
29827,29827.0,Akaleediyo kaaliko oluyimba lwa Bobi Wine lwe bayita Akatengo.
29828,29828.0,Bakira akaleediyo kayimba nga ne nnyini ppiki bw'akagoberera.
29829,29829.0,"Oli yali tawuuna, wabula okuba ng'awunnuuna."
29830,29830.0,Kayemba agenda okutuuka ku be yalese mu mmotoka nga wayise essaawa nnamba.
29831,29831.0,Mu kiseera kino omwana omuto yali atandise okusinda.
29832,29832.0,Ekyaddirira kwali kubimba jjovu.
29833,29833.0,Baagenda okutuuka mu ddwaliro nga mukazi wattu takyamanyi biri ku nsi.
29834,29834.0,Mu kumusitula okumuyingiza eddwaliro n'akutuka.
29835,29835.0,Emiranga egyasasamaza abaali ku ddwaliro bonna ne bafuluma gye gyaddirira.
29836,29836.0,Kitaawe w'omuwala bambi ye yali akaabira omwana we.
29837,29837.0,Abantu abeekaza nga bali mu musango babeera bakumpanya.
29838,29838.0,Mu kiseera ekyo nnakyala yalinga awunze nga bamuvunaana.
29839,29839.0,Abalwadde abamu baagala nnyo okulya ne batuuka n'okuzimba embuto.
29840,29840.0,Maama w'abaana gaamumyuka olw'okukuba muwala we n'amutta.
29841,29841.0,Taata yakaaba ng'alaajana kimu nti omukazi anzitidde abaana.
29842,29842.0,Ekyaddirira ye poliisi okujja n'esibira omukazi ku kitanda n'empingu.
29843,29843.0,Baamujjanjaba n'empingu ye era bwe yatereezebwamu ne bamunona.
29844,29844.0,Poliisi yamutuusiza ku kukola siteetimenti ku ngeri ge yakubye abaana.
29845,29845.0,Baawunzika bamutadde mu kaduukulu ka poliisi.
29846,29846.0,Nga bakyali awo n'omwana ow'okubiri yatandika okutunuza ebyeru.
29847,29847.0,Ekyaddirira y'eccupa gye baali bamutaddeko okugaana okutambula.
29848,29848.0,Yasambamu emirundi ebiri naye n'assa ogw'enkomerero.
29849,29849.0,Mukwano wandibadde osooka kulya.
29850,29850.0,Abakwegomba bangi naye si bonna nti bakwagala.
29851,29851.0,Tolaba endabika y'omuntu eyookungulu n'olowooza nti ofunye nnyo.
29852,29852.0,Namakula wa omusajja ekitiibwa.
29853,29853.0,Obulungi si y'ensonga wabula empisa.
29854,29854.0,Abalungi kati balinga munnyo buli nnyumba gyeguli.
29855,29855.0,Tokola ebikuwemula fuba okuba omwegendereza.
29856,29856.0,Omusajja bw'omubonyaabonya atuuka n'akukoowa.
29857,29857.0,Obuteeguya musajja kimalawo essanyu mu bufumbo.
29858,29858.0,Eby'okwewaana nti ofukamiza abaami bya mpewo.
29859,29859.0,Fumbira omusajja bulijjo ajja kukusiima.
29860,29860.0,Emirimu gy'awaka togirekera bakozi.
29861,29861.0,Yonja abaana so si kubirekera bakozi.
29862,29862.0,Abakuwaga si banno baba baagala kukutomeza.
29863,29863.0,Bw'osumagira ng'ebintu byo basomola.
29864,29864.0,Bw'okola ebikulalula oba onakkakkana ddi?
29865,29865.0,Abantu okukwegomba bakikola olinako w'oli.
29866,29866.0,Emibiri gikweka emitima gy'otayinza kumanya
29867,29867.0,Abasajja ab'ekisa nga tebasangikasangika kati!
29868,29868.0,Abawala abamu badibira ku mpya za bazadde baabwe nga balina ffiga.
29869,29869.0,Akazigo mu mannyo tekakwewazanga kubanga ke kokka akalaga obulungi.
29870,29870.0,Taata awoomerwa nnyo kassooda mu giraasi.
29871,29871.0,Tonneesigulirako nze bwe tuba mu bizibu mba sikumanyi.
29872,29872.0,Abakozi b'awaka nabo mu kubba abasajja beekansa.
29873,29873.0,Okwesasuza tekukola mu bufumbo.
29874,29874.0,Obadde n'ani mu nnyumba?
29875,29875.0,Wano bakupika nti tuddeyo tukube abakazi naawe ne weewaga.
29876,29876.0,Olowooza nti abakwegomba bangi naye weerimba.
29877,29877.0,Abasajja abo b'olaba bawaana buli mukazi si ggwe wekka.
29878,29878.0,Taata yalangira maama nti yamuggya mu nnaku empitirivu okumutuusa w'ali.
29879,29879.0,Ninako we ntuuse mu kwekulaakulanya.
29880,29880.0,Abantu bonna si bangu era bagende mpola.
29881,29881.0,Omuvubuka asombera bannyina abalenzi naye taba mwangu.
29882,29882.0,Bo ka bakole effitina ggwe tobafaako.
29883,29883.0,Njagala tuzannye okuva ku makya okutuusa akawungeezi.
29884,29884.0,Ennyambala yo nayo esobola okukuyiwayo.
29885,29885.0,Omuntu ayambala engoye ez'ebituli naye tannyumira.
29886,29886.0,Ebyomukwano nabyo byakugezaako mwattu.
29887,29887.0,Abantu abatamanyi mukwano nabo nno batama.
29888,29888.0,Abayaaye nabo nno batega obumasu!
29889,29889.0,Omwami bw'ava awaka tosigala nga weebase.
29890,29890.0,Omwana wo mmwetaaga mu bwangu.
29891,29891.0,Omwana wammwe bw'agenda ku ssomero adda mu kwebaka.
29892,29892.0,Awo ku ssaawa nga nnya ez'okumakya w'azuukukira.
29893,29893.0,Abaana abalala we batandikira okuzannya omupiira nga ne mutabani wo avaayo.
29894,29894.0,Omugenyi bw'ajja awaka omwanirizanga.
29895,29895.0,Abatawa bagenyi budde kubanyuminkiriza babatamya obugenyi.
29896,29896.0,Omuko yajja awaka n'aleeta ente amakumi ana.
29897,29897.0,Okukuba essimu ng'omuntu tagikwata kunyiiza abeera akuba.
29898,29898.0,Abaana bali baayagalana ne basaaliza abavubuka ku kyalo.
29899,29899.0,Yeebazizza abantu okuwagira abayimbi.
29900,29900.0,Abayimbi b'e Uganda abamu balina enkwe.
29901,29901.0,Abaana abalya emmere ne batafumbya basaana kibooko.
29902,29902.0,Abantu abamanyi omukwano bakwesiimisa naawe n'ojula okuwasa nga tonnaba na kwetegeka.
29903,29903.0,Abakozi abatakwata budde babagoba nnyo ku mirimu.
29904,29904.0,Ennyambala y'omuntu nayo kikulu nnyo ku kitiibwa kye.
29905,29905.0,Akamanyiiro akangi nako kakwenyiyisa banno.
29906,29906.0,Omusawo afaayo eri omulwadde amuleetera okuwona amangu.
29907,29907.0,Abasawo abamu bayombesa abalwadde ne babakyawa.
29908,29908.0,Omuntu olumu asaana n'abinukamu amasejjere.
29909,29909.0,Abakola ebintu nga bapapirira ebyabwe tebinyuma
29910,29910.0,Abawoggana nga bayimbira ku siteegi bakooya abalabi.
29911,29911.0,Abakola ku leediyo balina amaloboozi amalungi.
29912,29912.0,Abawogganira mu leediyo ku makya bazuukusa abeebase.
29913,29913.0,Titi asoma bulungi ebbaluwa zonna.
29914,29914.0,Buli atambula ng'agenda okukola atuuka ku mulimu ng'akooye.
29915,29915.0,Abantu beetaaga oluyimba olulimu obubaka obusomesa.
29916,29916.0,Abannyingirira bye babuulira bannaabwe nnabiwulira.
29917,29917.0,Abantu abeefuula abayambi bangi babeera bafere.
29918,29918.0,Mikwano gyo gye weegomba oluusi gye gikussa mu bunnya.
29919,29919.0,Abasoma amabaluwa ku leediyo oluusi batulimba.
29920,29920.0,Abalabi ba ttivvi oluusi basoberwa ng'abaweereza bambadde enkunamyo.
29921,29921.0,Ekifuula omuntu ow'enjawulo kwe kwebeereramu.
29922,29922.0,Abayimbi abato basuubira okufuna ebintu ebinene okuli n'okugendako ebweru.
29923,29923.0,Abayimbi bangi kati babaka ba Paalamenti mu Uganda.
29924,29924.0,Omuntu akulonda bulijjo gw'osaana okusooka okulabirira.
29925,29925.0,Omuntu bw'asaba ekintu ate ne bamuwa ekiralala tasanyuka.
29926,29926.0,Mu bufunze omuntu omucaafu naye atama.
29927,29927.0,Awantu omuntu w'atasobola kutambuza bigere waba wala.
29928,29928.0,Abayimbi b'e Uganda bangi bayimba nnyimba za bbandi.
29929,29929.0,Abantu bangi banyumirwa nnyo ebidandali.
29930,29930.0,Abantu abamu banyumirwa nnyo omupiira ne basussa.
29931,29931.0,Abazadde abakambwe ekisusse batama abaana.
29932,29932.0,Omuzadde eyeewala okusonyiwa abaana be amaliriza tabayambye.
29933,29933.0,Oluga si lwe lukuuma empisa z'abaana.
29934,29934.0,Okubuulirira abaana kisingako okukozesa embooko.
29935,29935.0,Omuzadde awuliriza omwana y'amufuula ow'omuwendo.
29936,29936.0,Omuyimbi afuna abagula ennyimba ze afuna ssente.
29937,29937.0,Omuvubuka apangisa abeera akyeyiiya.
29938,29938.0,Omwana omunywi w'enjaga asobola n'okutunda ettaka lya bakadde be.
29939,29939.0,Babaaba abalungi bawolereza bato baabwe.
29940,29940.0,Ssemakula muyimbi mulungi naye alina olunkulu.
29941,29941.0,Ennyumba yagizimba mpolampola n'eggweera mu myaka esatu.
29942,29942.0,Ku myaka abiri mu munaana yalina ennyumba eyiye.
29943,29943.0,Tukwegomba bangi ke kayimba ka Ssemakula akansingira okunyuma.
29944,29944.0,Omuzadde afa ng'abaana be tebannakula aba abakoze bubi.
29945,29945.0,Omuyimbi okuyambibwa walina okubaawo etteeka erimuweesa ssente.
29946,29946.0,Abakola amateeka tebayambye bayimbi kufuna mu biyiiye byabwe.
29947,29947.0,E Busaabala wasuza nnyo abayimbi abatandika.
29948,29948.0,Ennyumba omulenzi gy'asooka okuzimba aba ajaagala nnyo.
29949,29949.0,Omuntu amanyi obunafu n'amaanyi go aba akutegeera.
29950,29950.0,Abaana b'oleze bwe bakwabulira kikuggwaako.
29951,29951.0,Kasita baakamutema nti nnyina yali afudde n'azirirka.
29952,29952.0,Abantu bwe baawukana babeera n'obusungu obw'okuwaanyisiganya ebigambo.
29953,29953.0,Omugenzi yali muyimbi wa maanyi naye yafa mangu.
29954,29954.0,Omuyimbi omuganzi abantu bamuyaayaanira nnyo.
29955,29955.0,E Nnabbingo wazzenga wagwawo nnyo obubenje obutirimbula abantu.
29956,29956.0,Abatamanyi mazina baabagobanga nnyo mu by'okuyimba.
29957,29957.0,Ssendi musajja mukulu era yeewa ekitiibwa.
29958,29958.0,Ebiseera eby'edda abantu baabanga baagala amazina.
29959,29959.0,Abayimbi abasinga batandikira ku kugeegeenya nnyimba za bantu.
29960,29960.0,Enjawukana mu bantu teziggwaawo era nga kumpi buli kiseera bafuna obutakkaanya.
29961,29961.0,Abakozi balina okutunuulira ekiddako si kwesiba ku kyokka kye baliko.
29962,29962.0,Olina okumanya nti weetaaga enkolagana ennungi n'abantu.
29963,29963.0,Ekibiina ky'abantu kyonna kyassa kimu ne kironda omukulembeze.
29964,29964.0,Mutabani wangi omukulu alina okuba ekyokulabirako eri banne.
29965,29965.0,Okuvuganya okutuufu tekubeeramu kulumbagana.
29966,29966.0,Abayimbi abeevuganya oluusi bayinza okudda mu malogo.
29967,29967.0,Omuyimbi akwatidde Uganda omumuli ye Chameleon.
29968,29968.0,Omwaka nkumi bbiri mu etaano omuwanguzi yalangirirwa.
29969,29969.0,Okubuuzaganya nga mwegwa mu kafuba kunyuma.
29970,29970.0,Ekyalemesa abayimbi okuyimbira awamu z'enkwe.
29971,29971.0,We baatuukira okukola vidiyo y'oluyimba omu teyaliiwo ne babisazaamu.
29972,29972.0,Abawala batudde ku katebe akanafu tekaabakube ekigwo?
29973,29973.0,Abantu abakulu be bavunaanyizibwa ku kuzzaawo ebyedda.
29974,29974.0,Toyinza kuwa muntu kigezo nga tewamusomesa.
29975,29975.0,Abayizi abamu tebagenda ku ssomero ate ne baagala okukola ebigezo.
29976,29976.0,Mu kigezo abasomesa abamu baba bakambwe nnyo.
29977,29977.0,E Luweero waliyo abalimi b'ennaanansi bangi ddala.
29978,29978.0,Abayimbi abasinga baba bamanyi okuzannya katemba.
29979,29979.0,Abawandiika abayimbi abapya bangi baba babanoonya kubakozesa.
29980,29980.0,Okuvuganya okw'amaanyi oluusi kuvaamu empalana.
29981,29981.0,Abakola ku leediyo abamu okukuba ennyimba z'abayimbi bamala kubasaba ssente.
29982,29982.0,Abaggulawo olutalo ku bannamawulire babeera ng'abeeziise.
29983,29983.0,Abantu abaludde mu kisaawe ky'okuyimba basaana okuwa ekitiibwa.
29984,29984.0,Omuntu omukulu tatera nnyo kulwa ku kintu.
29985,29985.0,Abatambuza ebigambo ebiseera ebisinga babeera batabuzi.
29986,29986.0,Omuntu anaawangaala alina okuyiga okweggya obusungu ku mutima.
29987,29987.0,Abantu abayombayomba nga bali ne bannaabwe tebanyumirwa bulamu.
29988,29988.0,Bwe yali asoma mu siniya yajjiranga ku ggaali.
29989,29989.0,Buli ky'okola kola mangu kubanga obudde bugenda.
29990,29990.0,Abayimbi b'ennaku zino baagala nnyo okuyimba bokka.
29991,29991.0,Omuntu agumiikiriza okumala ebbanga eddene nga tafuna ssente aba wanjawulo.
29992,29992.0,Empologoma enkadde eteegera ku lunnya.
29993,29993.0,Empologoma teva ku nnyama.
29994,29994.0,Abantu abamu batandika okuyimba nga tebatunuulidde kufunamu ssente.
29995,29995.0,Abantu abamu baagala nnyo okwezza obuto.
29996,29996.0,Kizibu abayimbi abasukka mu kkumi okumala emyaka abiri nga bali wamu.
29997,29997.0,Bw'otunuulira ebyafaayo by'abayimbi abamu bikwasa ennaku.
29998,29998.0,Abatuuze b'ewaffe batunula n'otamwa.
29999,29999.0,Abantu b'ewaffe abamu baabanga bakambwe nga bw'akusanga oyonoona akukuba.
30000,30000.0,Abantu bangi balekerera bye balina okukola ne banaayiza ebitabakwatako.
30001,30001.0,Omusajja alya ng'aswankula naye atama.
30002,30002.0,Omusawo tayinza kudda mu kulya ng'abalwadde bamulinze.
30003,30003.0,Eddy ye mwana asinga empisa ku kyalo.
30004,30004.0,Ebyokulya n'ebyokunywa bireetedde abantu bangi obuzibu mu nsi.
30005,30005.0,Abajjanjabi abamu baggwaamu ensonyi ne balya ku balwadde emmere.
30006,30006.0,Ekizibu ekyali mu ddwaliro kiri nti tewaaliyo ddagala ate ng'abalwadde bangi.
30007,30007.0,Omujjanjabi omulungi olina okusooka okulaba ng'omulwadde ali bulungi.
30008,30008.0,Omuntu alwala n'abiteekamu akajanja nga gy'oli y'asoose okulwala atama.
30009,30009.0,Ggwe ompise oba abadde mulala?
30010,30010.0,Tulaga wa bannange mumbuulireko.
30011,30011.0,Maama agenze Kifamba kulaba jjajja.
30012,30012.0,Enkya ŋŋendako waka nja kudda enkeera.
30013,30013.0,Tugendeyo tumulabeko mukazi wattu.
30014,30014.0,Omusekuzo ogwo gundeetereko ng'ojja.
30015,30015.0,Akasozi ako kaalinga kawanvuko.
30016,30016.0,Okukkirira ku kaserengeto ako ng'oli ku ggaali kwabanga kuzibu.
30017,30017.0,Abaana babiri abaali ku ggaali baagwa nga bakkirira era bali mu malwaliro.
30018,30018.0,Ewaffe amazzi twagakimanga ku ddwaliro.
30019,30019.0,Abasisita b'ewaffe baabanga ba kisa nga bakwagaza obubiikira.
30020,30020.0,Ababiikira baalinanga ensuku ennene ng'amatooke gengererayo.
30021,30021.0,Baagabanga amatooke eri ab'okukyalo abaavu.
30022,30022.0,Ababiikira baalina n'eddwaliro omwajjanjabirwanga abankuseere.
30023,30023.0,Baatuzimbira nnayikondo kwe twakimanga amazzi.
30024,30024.0,Ku ssaawa emu ey'akawungeezi tuba tusaala.
30025,30025.0,Abajja ekikeerezi ku muzikiti be batubbira engatto
30026,30026.0,Amazzi g'okusaaza nago tetukyagalina anti nayikondo yaffe yafa.
30027,30027.0,Abaagenda okuziika tusasula emitwalo ebiri.
30028,30028.0,Ttakisi esaba mmeka amagenda n'amadda?
30029,30029.0,Abavubuka ab'effujjo tebalina kusemberera ntaana.
30030,30030.0,Akatogo akaategekeddwa abavubuka baakaguddemu ne bakalya.
30031,30031.0,Abanaabeerawo balina okwogera mu budde.
30032,30032.0,Omukyala bwe yatuuka okuzaala yalemererwa okuzaala.
30033,30033.0,Maama baawunzika bamulongoosezzaamu muto wange.
30034,30034.0,Kati baakamulongoosaamu abaana bataano.
30035,30035.0,Mukama yasooka kubaleetera mwami.
30036,30036.0,Era Mukama yamala n'abawa omwana omuwala.
30037,30037.0,Kitaffe yalwala naye nga n'obulwadde abasawo tebabulaba.
30038,30038.0,Ow'ettulu bw'ayogerera mu bamuzibe y'aba Kabaka.
30039,30039.0,Omuntu eyasomako akatono amala ku bantu eddembe.
30040,30040.0,Ku muti guli kwe ŋŋamba.
30041,30041.0,Atuuseeko awaka n'addayo amangu ago.
30042,30042.0,Omugenyi waffe eyagenze akomyewo.
30043,30043.0,Omwana oyo mugezi era y'akulembera mu kibiina!
30044,30044.0,Twogereko ku nsonga eno munnange.
30045,30045.0,Kitalo ayaliko Pulezidenti afudde!
30046,30046.0,Kulika nnyo okutuuka ku buwanguzi mwattu!
30047,30047.0,Nga kirungi ate eky'omusajja oyo okukukuba embaga!
30048,30048.0,Kale olabye mukadde wo bwe baamusibye!
30049,30049.0,Kale vvaawo tojooga bantu mwana wange!
30050,30050.0,"Yee kyekyo munnange, abaana bange baalwala!"
30051,30051.0,"Weewaawo, ffenna tunaakolanga bwetutyo!"
30052,30052.0,Omwana yakubibwa omusomesa n'azimba okugulu.
30053,30053.0,Omwana akubiddwa emiggo emiyitirivu.
30054,30054.0,Bambi ayisiddwa bubi mukazi wattu anti akagaali kaamukoonye.
30055,30055.0,Nayisibwa bubi nno era kata nfe.
30056,30056.0,Kato agulira taata ennyama buli wiikendi.
30057,30057.0,Embwa eyiggira Mukama waayo ennyama ebeera ղղanzi.
30058,30058.0,Nsomera ebbaluwa eyo mpulire baaba ky'agamba.
30059,30059.0,Kaba kalaga ekifo awakolerwa ekikolwa ekyo.
30060,30060.0,Mutundamwoyo essomero gy'asomera bayitayo Kingere.
30061,30061.0,Maama alimira ku kyalo ekiyitibwa Kyebbumba.
30062,30062.0,Omulenzi eyabbye ekkanzu yange bamukutte.
30063,30063.0,Maama mulwadde era baamuwadde ekitanda.
30064,30064.0,Omusota gubadde awo era ngukubye ne gufa.
30065,30065.0,Mukubire essimu owulire ky'agamba.
30066,30066.0,Essimu yange yaweddeko omuliro.
30067,30067.0,Muwala wange baamubbyeko essimu.
30068,30068.0,Ekyama ky'ensi kiri mu bulamu
30069,30069.0,Oluyimba lwa Sheebah olw'ekyama lunkolera.
30070,30070.0,Kaamugye atuliiridde ebinyeebwa abimazeewo
30071,30071.0,Ennyonyi muzinge kinyonyi ekirabika obulungi.
30072,30072.0,Sseguya musajja wa lugambo nnyo mu byamawulire.
30073,30073.0,Amaaso gannuma nnyo nga ntunudde mu kitangaala.
30074,30074.0,Omuntu atuula mu ntebe ng'agirinnyeemu antama.
30075,30075.0,Entebe z'ewaffe emmese zaali zaazikubamu ebituli.
30076,30076.0,Emmese zaazaalira mu kibanyi ky'ewaffe.
30077,30077.0,Akayana kange kaanywedde amata mangi ne kalwala amakebe.
30078,30078.0,Ente yakaabye nga teraba kaana kayo.
30079,30079.0,Akaana k'ente twabadde tukasibidde mu kigango.
30080,30080.0,Kkapa zaalidde obukoko bwaffe mwenda.
30081,30081.0,Yagudde ekigwo kyokka ne yeekaza n'atakaaba.
30082,30082.0,Omukalukalu era ddala tajja busera.
30083,30083.0,Entulege y'emu ku nsolo ezisinga okusamba empologoma.
30084,30084.0,Entulege nsolo efaanana obulungi naddala ng'eri ggwako.
30085,30085.0,Nnamunnungu y'ensolo esinga amaggwa ku mubiri era ogigendako mpola.
30086,30086.0,Empologoma bbiri zaalumba eggana ly'embogo ne zittako emu.
30087,30087.0,Mukazi wange mwagala nnyo.
30088,30088.0,Amadinda bw'otagayita otyo ogayita Ntaala.
30089,30089.0,Omwezi guno gunaatera okuggwako.
30090,30090.0,Ekyalo kino kiriko abakadde bangi nnyo.
30091,30091.0,Erinnya Bukuya lirina makulu ki wano mu Buganda?
30092,30092.0,Ssenkoole ye yakuumanga Kabaka ku mulembe ogwo.
30093,30093.0,Oteekeddwa obutabonyaabonya baana bano kuba bakwagala nnyo.
30094,30094.0,Enjogera eno yatandikira eyo mu kkomera.
30095,30095.0,Luno lwe Lubiri lwange.
30096,30096.0,Aboomutima baavubanga ebyennyanja mu lubiri.
30097,30097.0,Ababumbi ba Kabaka bayitibwa  batya?
30098,30098.0,Abaganda tulina engeri y'okwebaza oluvannyuma lw'okulya ekijjulo ekirungi.
30099,30099.0,Abakazi tebakkirizibwa kuzannya omuzannyo guno.
30100,30100.0,Abalangira balina okubeera mu lubiri lwa Kabaka.
30101,30101.0,Abalongo ab'ekikula ekimu baweebwa linnya ki?
30102,30102.0,Abalumbaganyi baabadde na ki?
30103,30103.0,Abalumbaganyi baatulumbye nga tubalaba.
30104,30104.0,Abangi we basonga olunwe we kyabikira.
30105,30105.0,Tolina kubeera mulimba mu bufumbo bwo.
30106,30106.0,Abatunzi b'omwenge waliwo akabonero ke bateeka ku kkubo.
30107,30107.0,Bassekabaka baterekebwa mu masiro.
30108,30108.0,Abazadde bavunaanyizibwa ku baana baabwe.
30109,30109.0,Omukadde oyo alina okubeera n'emmizi.
30110,30110.0,Wawaddeyo ssente z'amabugo?
30111,30111.0,Buli mukozi alina okubeera omwerufu.
30112,30112.0,Omukadde oyo alina ebbango ku mugongo.
30113,30113.0,Lwaki abantu b'eddira omutima.
30114,30114.0,Akazannyo ako kannyumira nnyo.
30115,30115.0,Abaddu baatulugunyizibwanga nnyo.
30116,30116.0,Lwaki enviiri zo nkulu nnyo bannange?
30117,30117.0,Ennyumba eno erimu ensonda ennungi.
30118,30118.0,Akasozi gye yapaalira kaali kayitibwa Ggulu.
30119,30119.0,Omusawo oyo alina nnyo ekisa.
30120,30120.0,Tujjanjaba tutya ekiwundu ky'omuliro?
30121,30121.0,Abazadde tebaagala kubeera mu nkiiko z'essomero.
30122,30122.0,Lwaki obadde oyagala kugenda ku ssomero eryo?
30123,30123.0,Amaaso ago galabika malwadde nnyo.
30124,30124.0,Owulira abantu abakuba amadinda?
30125,30125.0,Amakomera agaakuumirwangamu Abalangira gaatandikira ku mulembe gwa Ssekabaka Kyabaggu.
30126,30126.0,Tulina okutandikwo amakolero mu kitundu.
30127,30127.0,Omanyi bwe baleega eddiba?
30128,30128.0,Ekitooke kino kissaako enkota ennene.
30129,30129.0,Olina amannya ameka?
30130,30130.0,Amasavu ageekutte awamu gayitibwa gatya?
30131,30131.0,Amasiro ga Ssekabaka Kalema gasangibwa Mmende mu Busiro.
30132,30132.0,Amasiro ga Ssekabaka Kiggala  gasangibwa Ddambwe mu Busiro.
30133,30133.0,Amasiro ga Ssekabaka Mulondo gali Mitwebiri mu Busiro.
30134,30134.0,Amatondo g'omwenge mwenda.
30135,30135.0,Amattansejjere ky'ekiseera ky'okwebaka eky'ekiro ennyo.
30136,30136.0,Emmeeza eno erina amagulu ameka?
30137,30137.0,Apollo Obote yakulembera Uganda okumala ebisanja bibiri.
30138,30138.0,Paalamenti eno erimu ababaka bameka?
30139,30139.0,Abasajja bano ani abalagiridde wano?
30140,30140.0,Ate empampagama kye ki?
30141,30141.0,Ewakungaanira amazzi wa bulabe nnyo gye tuli.
30142,30142.0,Ekyo kye bakoze tekirina we kigasiza bantu.
30143,30143.0,Bajjajjaffe baagunja enjogera mu ngeri y'okutya okuzza emisango.
30144,30144.0,Omusajja oyo azaala?
30145,30145.0,Essubi lino lirina emigaso mingi nnyo.
30146,30146.0,E Banda omanyiiyo bulungi?
30147,30147.0,Maama wange mweraliikirivu nnyo.
30148,30148.0,Bino byonna ani yabireese?
30149,30149.0,Buddo awaatandikira olutalo lw'Ebirumbirumbi.
30150,30150.0,Ettala lino nga teryaka bulungi nga bwe nsuubira.
30151,30151.0,"Bw'oba owandiika, faayo nnyo ku mpadiika entuufu."
30152,30152.0,Wamala abeera wa?
30153,30153.0,Amagye tegalina muntu gwe gasindise ku kakiiko.
30154,30154.0,Lwaki amasannyalaze gavaako nnyo wano?
30155,30155.0,Omubaka oyo ayagaliza nnyo abantu be.
30156,30156.0,Embugo zino osuubira zigula ssente mmeka?
30157,30157.0,Embalirira y'eggwanga esomebwa leero.
30158,30158.0,Wali osaabaliddeko ku mazzi?
30159,30159.0,Omusajja oyo akakasiza ddala yasoma?
30160,30160.0,Obudde bugenze okuwungeera nga tannadda.
30161,30161.0,Emboga ensiike ziwooma nnyo.
30162,30162.0,Olubugo lwambalibwa ng'olugoye.
30163,30163.0,Omummonde guno ani agutadde wano?
30164,30164.0,Obwedda tuli mu kusaawa nga maama bw'afumba emmere.
30165,30165.0,Obutiko buno bulina okufumbibwa obulungi.
30166,30166.0,Bwe yava ku lusozi ne bamubuuza gye yali alese Lubaale.
30167,30167.0,Bwe yayimbira Ssekabaka Kyabaggu kwe kumutuuma erya Nnamboozi.
30168,30168.0,Byekwaso yaliko ye yali ssaabapoliisi wa Uganda.
30169,30169.0,Omukozi oyo atambuza bigere okujja ku mulimu.
30170,30170.0,East bwe Buvanjuba
30171,30171.0,Omuliro guno guvudde ku ki?
30172,30172.0,Ensonzi zibeera mu mazzi.
30173,30173.0,Abadde azannya mupiira.
30174,30174.0,Ebinyeebwa bino byetaaga kukoola.
30175,30175.0,Ani yasomye embalirira y'eggwanga?
30176,30176.0,Omukazi oyo alina ebiseera mu bulago.
